"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KYTM8AFW","journalArticle","2017","Liu, ZR; Liu, Y","Exploiting unlabeled data for neural grammatical error detection","Journal of Computer Science and Technology","","","10.1007/s11390-017-1757-4","https://link.springer.com/article/10.1007/s11390-017-1757-4","… to train neural network based grammatical error detection models. The basic idea is to cast error detection as a … We introduce an attention-based neural network to capture long-distance …","2017","2022-07-29 19:21:51","2022-08-10 19:19:28","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: Springer","","","http://dx.doi.org/10.1007/s11390-017-1757-4","Neural networks; Support vector machines; Error detection; Convolutional neural networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33SD2ZM4","conferencePaper","2017","Zung, J; Tartavull, I; Lee, K; ...","An error detection and correction framework for connectomics","Advances in neural …","","","","https://proceedings.neurips.cc/paper/2017/hash/4500e4037738e13c0c18db508e18d483-Abstract.html","… We take a fully supervised approach to error detection. We implement error detection using … detection (see [15]) and reflects recent trends in neural network design [26, 8]. Its field of view …","2017","2022-07-29 19:21:51","2022-08-10 19:13:56","","","","","","","","","","","","","proceedings.neurips.cc","","","","","","","","","","","","","Error detection; Error correction; Convolutional neural networks; Image segmentation; Image coding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCED5LSH","journalArticle","2017","Rolnick, D; Meirovitch, Y; Parag, T; Pfister, H; ...","Morphological error detection in 3D segmentations","arXiv preprint arXiv …","","","","https://arxiv.org/abs/1705.10882","… We introduce a deep learning approach for detecting merge errors that leverages the morphological intuition of human annotators. Instead of relying upon voxelwise membrane …","2017","2022-07-29 19:21:51","2022-08-10 19:21:53","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: arxiv.org","","","","Deep learning; Errors; Neurons; Morphology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FXWIZ72E","journalArticle","2016","Vinitha, VS; Jawahar, CV","Error detection in indic ocrs","2016 12th IAPR Workshop on …","","","","https://ieeexplore.ieee.org/abstract/document/7490114/","… for error detection in Indian language OCR output. Our solution uses a recurrent neural network (… We propose a generic error detection method and demonstrate its effectiveness on four …","2016","2022-07-29 19:21:51","2022-08-10 19:18:59","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: ieeexplore.ieee.org","","","http://dx.doi.org/10.1109/DAS.2016.31","natural language processing; recurrent neural nets; feature extraction; error detection; image classification; image representation; optical character recognition; document image processing; word processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPPWN5HT","journalArticle","2017","Ogawa, A; Hori, T","Error detection and accuracy estimation in automatic speech recognition using deep bidirectional recurrent neural networks","Speech Communication","","","","https://www.sciencedirect.com/science/article/pii/S0167639316301042","… error detection in automatic speech recognition (ASR), which is a sequential labeling problem. We investigate three types of ASR error detection … required for ASR error detection is only …","2017","2022-07-29 19:21:52","2022-08-10 19:18:50","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","http://dx.doi.org/10.1016/j.specom.2017.02.009","natural language processing; recurrent neural nets; text analysis; speech recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNUPRQKJ","journalArticle","2017","Vythelingum, K; Estève, Y; ...","Error detection of grapheme-to-phoneme conversion in text-to-speech synthesis using speech signal and lexical context","2017 IEEE Automatic …","","","","https://ieeexplore.ieee.org/abstract/document/8269004/","… We implement also a sequence-tosequence neural network model to obtain a context-dependent grapheme-to-phoneme conversion. On a French dataset, we show that we can detect …","2017","2022-07-29 19:21:52","2022-08-10 19:19:08","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: ieeexplore.ieee.org","","","http://dx.doi.org/10.1109/ASRU.2017.8269004","Neural networks; Error detection; Speech recognition; Speech synthesis; Speech communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGFTY48U","conferencePaper","2017","Wang, Z","Face Detection Based on Improved Neural Network and Adaboost Algorithm","2017 International Conference on Smart Grid and …","","","","https://ieeexplore.ieee.org/abstract/document/8104374/","… neural network and fast Adaboost. Skin color segmentation based on improved neural network is … has higher detection rate and lower error detection rate, which can provide certain …","2017","2022-07-29 19:21:53","2022-08-10 19:19:33","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/ICSGEA.2017.63","Electric power transmission networks; Neural networks; Security systems; Adaptive boosting; Smart power grids; Face recognition; Image segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LTD48IQ","conferencePaper","2016","Estève, Y; Ghannay, S; Camelin, N","Recent Improvements on Error Detection for Automatic Speech Recognition.","MMDA@ ECAI","","","","http://ceur-ws.org/Vol-1801/paper6.pdf","… GMM ASR for effective error detection, by … error detection method presented in this paper is based on incorporating a set of features in the confidence classifier built on neural network …","2016","2022-07-29 19:21:53","2022-08-10 20:38:20","","","","","","","","","","","","","ceur-ws.org","","","","","","","","","","","","","Classification (of information); Artificial intelligence; Error detection; Deep neural networks; Semantics; Speech recognition; Acoustic noise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9U8PAF46","conferencePaper","2016","Ding, A; Zhang, Q; Zhou, X; Dai, B","Automatic recognition of landslide based on CNN and texture change detection","2016 31st Youth Academic …","","","","https://ieeexplore.ieee.org/abstract/document/7804935/","… recognition of landslide based on convolutional neural network (CNN) and texture change … methods in avoiding a large scale of error detection, efficiency and convenience. The remote …","2016","2022-07-29 19:21:53","2022-08-10 19:15:11","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/YAC.2016.7804935","Convolutional neural networks; Convolution; Disasters; Remote sensing; Efficiency; Textures; Landslides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7T2QNG7J","conferencePaper","2016","D'hondt, E; Grouin, C; Grau, B","Low-resource OCR error detection and correction in French Clinical Texts","Proceedings of the Seventh …","","","","https://aclanthology.org/W16-6108.pdf","… In order to learn a robust language model, we fed the neural network with randomly corrupted input strings and provided the original (non-corrupted) strings as output labels. This way …","2016","2022-07-29 19:21:54","2022-08-10 20:37:55","","","","","","","","","","","","","aclanthology.org","","","","","","","","","","","","","Recurrent neural networks; Error detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DEWVPN9","conferencePaper","2017","Vu, HT; Huang, CC","A multi-task convolutional neural network with spatial transform for parking space detection","2017 IEEE International Conference on …","","","","https://ieeexplore.ieee.org/abstract/document/8296584/","… To overcome these problems, we propose a deep learning framework to infer the parking status … The results show our system can reduce the error detection rate and thereby increase …","2017","2022-07-29 19:21:54","2022-08-10 19:12:56","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/ICIP.2017.8296584","Deep learning; Convolutional neural networks; Convolution; Image processing; Lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZMEFM96","journalArticle","2016","Židek, K; Hošovský, A; Dubják, J","Diagnostics of surface errors by embedded vision system and its classification by machine learning algorithms","Key Engineering Materials","","","","https://www.scientific.net/KEM.669.459","… Article deals with usability and advantages of embedded vision systems for surface error detection and usability of advanced algorithms, technics and methods from machine learning …","2016","2022-07-29 19:21:54","2022-08-10 19:18:28","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: Trans Tech Publ","","","http://dx.doi.org/10.4028/www.scientific.net/KEM.669.459","Learning algorithms; Learning systems; Artificial intelligence; Support vector machines; Errors; Nearest neighbor search; Multilayer neural networks; Embedded systems; Image processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYDLRZLZ","conferencePaper","2017","Beham, MP; Roomi, SMM; Jebina, H; ...","Face spoofing detection using binary gradient orientation pattern with deep neural network","… on Advances in Pattern …","","","","https://ieeexplore.ieee.org/abstract/document/8593022/","… deep neural network to learn BGOP features of high discriminative ability in a supervised manner. … , the proposed BGOP feature achieved good error detection rate on standard datasets. …","2017","2022-07-29 19:21:54","2022-08-10 19:19:37","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/ICAPR.2017.8593022","Neural networks; Deep neural networks; Face recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9XAYRP9","conferencePaper","2016","Mundhenk, TN; Konjevod, G; Sakla, WA; ...","A large contextual dataset for classification, detection and counting of cars with deep learning","European conference on …","","","10.1007/978-3-319-46487-9_48","https://link.springer.com/chapter/10.1007/978-3-319-46487-9_48","… We teach a deep learning neural network to recognize the number of cars in an extended patch. It is trained only to count the number of objects as a class and is not given information …","2016","2022-07-29 19:21:58","2022-08-10 19:12:55","","","","","","","","","","","","","Springer","","","","","","","","","","","","http://dx.doi.org/10.1007/978-3-319-46487-9_48","Deep learning; Classification (of information); Error detection; Large dataset; Computer vision; Automobiles; Railroad cars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IN8KYBS","journalArticle","2016","Kim, B; Choi, J; Lee, GG","Asr error management using rnn based syllable prediction for spoken dialog applications","Advances in Parallel and Distributed Computing …","","","10.1007/978-981-10-0068-3_12","https://link.springer.com/chapter/10.1007/978-981-10-0068-3_12","… error detection is the problem of labeling a word as an error. However, this detection cannot be treated as a supervised … We showed the error detection performance according to the …","2016","2022-07-29 19:21:58","2022-08-10 19:14:25","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: Springer","","","http://dx.doi.org/10.1007/978-981-10-0068-3_12","recurrent neural nets; error correction; error detection; text analysis; speaker recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YU3C23LH","conferencePaper","2017","Ye, X; Li, J; Wang, H; Zhang, X","Feature Ensemble Network with Occlusion Disambiguation for Accurate Patch-Based Stereo Matching","IEICE TRANSACTIONS on …","","","","https://search.ieice.org/bin/summary.php?id=e100-d_12_3077","… is focused on machine learning strategies to solve such difficulties. Convolutional neural network (… In the letter, we propose a feature ensemble network and an error detection network, …","2017","2022-07-29 19:22:04","2022-08-10 19:19:48","","","","","","","","","","","","","search.ieice.org","","","","","","","","","","","","http://dx.doi.org/10.1587/transinf.2017EDL8122","Convolutional neural networks; Textures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VI3A7PB","conferencePaper","2016","Spithourakis, GP; Augenstein, I; Riedel, S","Numerically grounded language models for semantic error correction","arXiv preprint arXiv:1608.04147","","","","https://arxiv.org/abs/1608.04147","… Semantic error detection and correction is an important task for applications such as fact … Our contributions are: 1) a straightforward extension to recurrent neural network (RNN) …","2016","2022-07-29 19:22:12","2022-08-10 20:38:12","","","","","","","","","","","","","arxiv.org","","","","","","","","","","","","http://dx.doi.org/10.18653/v1/d16-1101","Recurrent neural networks; Knowledge based systems; Error correction; Natural language processing systems; Semantics; Computational linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7GAENWC","journalArticle","2017","Kyaw, Z; Qi, S; Gao, K; Zhang, H; Zhang, L; ...","Matryoshka peek: Toward learning fine-grained, robust, discriminative features for product search","IEEE Transactions …","","","","https://ieeexplore.ieee.org/abstract/document/7823008/","… We use Caffe [16] deep learning tools for training of our models and the provided models in model zoo for our experiments. When referring to layer names, it refers to the layer names …","2017","2022-07-29 19:22:13","2022-08-10 19:21:43","","","","Query date: 2022-07-28 23:13:43","","","","","","","","","","","","","","","","","","Publisher: ieeexplore.ieee.org","","","http://dx.doi.org/10.1109/TMM.2017.2655422","unsupervised learning; feature extraction; error detection; image representation; image retrieval; image annotation; lighting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHX2S55Z","conferencePaper","2016","Liu, Y; Dawant, BM","Multi-modal learning-based pre-operative targeting in deep brain stimulation procedures","… on biomedical and health informatics (BHI)","","","","https://ieeexplore.ieee.org/abstract/document/7455824/","… error detection algorithms. One possible approach is to rely on the analysis of the deformation field but defining quantitative error detection … problem into a supervised learning framework…","2016","2022-07-29 19:22:18","2022-08-10 20:38:01","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/BHI.2016.7455824","Deep learning; Medical informatics; Magnetic resonance imaging; Surgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQPRUMQE","journalArticle","2018","Madi, N; Al-Khalifa, HS","A proposed Arabic grammatical error detection tool based on deep learning","Procedia computer science","","","","https://www.sciencedirect.com/science/article/pii/S1877050918321860","… Developing a system for automating error detection in Arabic writing could help produce … tool that performs Arabic Grammatical error detection by employing a deep learning model. …","2018","2022-07-29 20:04:51","2022-08-10 19:13:09","","","","Query date: 2022-07-28 22:11:05","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","http://dx.doi.org/10.1016/j.procs.2018.10.482","Deep learning; Recurrent neural networks; Error detection; Deep neural networks; Natural language processing systems; Computational linguistics; Deep Learning; Arabic Natural Language Processing; Grammatical Error Detection; Recurrent Neural Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASQGRQHN","conferencePaper","2018","Rehbein, I; Ruppenhofer, J","Detecting annotation noise in automatically labelled data","… of the 55th Annual Meeting of the …","","","","https://ids-pub.bsz-bw.de/frontdoor/index/index/docId/8034","… We provide a novel approach to error detection that is able to identify errors in automatically … We show how AL can be used to guide an unsupervised generative model, and we will …","2018","2022-07-29 20:04:51","2022-08-10 19:18:06","","","","","","","","","","","","","ids-pub.bsz-bw.de","","","","","","","","","","","","http://dx.doi.org/10.18653/v1/P17-1107","Computational linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
