"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"P27VEW2B","conferencePaper","2019","Knill, KM; Gales, MJF; Manakul, PP; ...","Automatic grammatical error detection of non-native spoken learner English","ICASSP 2019-2019 …","","","","https://ieeexplore.ieee.org/abstract/document/8683080/","… The grammatical error detection (GED) system chosen for this work is a state-of-the-art bidirectional recurrrent neural network based framework2 proposed for detecting all kinds of …","2019","2022-07-29 20:06:17","2022-08-10 19:15:05","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/ICASSP.2019.8683080","Deep learning; Learning systems; Error detection; Speech communication; Audio signal processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBRN8LKH","conferencePaper","2019","Doggett, EV; Wolak, AMC; Tsatsoulis, PD; ...","Neural pixel error detection","ACM SIGGRAPH 2019 …","","","10.1145/3306307.3328197","https://dl.acm.org/doi/abs/10.1145/3306307.3328197","… In sum, we show that simple neural network methods such as autoencoders can perform admirably for real-world production QC tasks, improving scalability for a studio QC workflow. …","2019","2022-07-29 20:06:18","2022-08-10 20:38:08","","","","","","","","","","","","","dl.acm.org","","","","","","","","","","","","http://dx.doi.org/10.1145/3306307.3328197","Anomaly detection; Machine learning; Neural networks; Quality control; Error detection; Pixels; Interactive computer graphics; Machinery; pixel errors, quality control, video, neural networks, anomaly detection, autoencoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJPSEWP7","conferencePaper","2019","Yuan, Z; Stahlberg, F; Rei, M; Byrne, B; ...","Neural and FST-based approaches to grammatical error correction","Proceedings of the …","","","","https://aclanthology.org/W19-4424/?ref=https://githubhelp.com","… We present a system pipeline that utilises both error detection and … Finally, an unsupervised reranking system is applied to the n-… in error detection can be credited to the error detection …","2019","2022-07-29 20:06:19","2022-08-10 20:38:05","","","","","","","","","","","","","aclanthology.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4U2G2TX","conferencePaper","2019","Kaur, G; Kaur, K; Singh, P","Spell checker for Punjabi language using deep neural network","2019 5th International Conference on …","","","","https://ieeexplore.ieee.org/abstract/document/8728369/","… Available spell checkers use traditional method for error detection such as dictionary lookup … neural network along with rule based approach and minimum edit distance. Error detection …","2019","2022-07-29 20:06:19","2022-08-10 20:39:00","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/ICACCS.2019.8728369","Long short-term memory; Learning systems; Error detection; Deep neural networks; Trees (mathematics); Error correction; Text processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIMKWPNR","conferencePaper","2019","Draghetti, LK; Santos, FF dos; Carro, L; ...","Detecting errors in convolutional neural networks using inter frame spatio-temporal correlation","2019 IEEE 25th …","","","","https://ieeexplore.ieee.org/abstract/document/8854431/","… for implementing error detection. In this paper, we present an extremely efficient error detection … We also observed some Neural Network ’glitches’ that occur in some images, detecting …","2019","2022-07-29 20:06:43","2022-08-10 19:18:15","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/IOLTS.2019.8854431","Error detection; Convolutional neural networks; Convolution; Object detection; Accidents; Systems analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99IVZLFL","journalArticle","2020","Alkhatib, M; Monem, AA; Shaalan, K","Deep learning for Arabic error detection and correction","ACM Transactions on Asian and …","","","10.1145/3373266","https://dl.acm.org/doi/abs/10.1145/3373266","… In this article, we present how neural network models can be … novel deep learning framework for performing error detection … For developing a computational spelling error detection and …","2020","2022-07-29 20:07:25","2022-08-10 19:17:52","","","","Query date: 2022-07-28 20:03:59","","","","","","","","","","","","","","","","","","Publisher: dl.acm.org","","","http://dx.doi.org/10.1145/3373266","Deep learning; Error detection; Deep neural networks; Natural language processing systems; error correction, word embedding, bidirectional long short-term memory, Error detection, polynomial network classifier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDUUXUAD","journalArticle","2020","Ma, X; Lu, Y; Lu, Y; Pei, Z; Liu, J","Biomedical event extraction using a new error detection learning approach based on neural network","Computers, Materials & Continua","","","","https://hero.epa.gov/hero/index.cfm/reference/details/reference_id/6570069","… joint model of convolutional neural network and long short-term memory recurrent neural network. Following this, the sample identification strategy using error detection based on pair …","2020","2022-07-29 20:07:25","2022-08-10 19:15:29","","","","Query date: 2022-07-28 20:03:59","","","","","","","","","","","","","","","","","","Publisher: hero.epa.gov","","","http://dx.doi.org/10.32604/cmc.2020.07711","Classification (of information); Recurrent neural networks; Error detection; Predictive analytics; Large dataset; Convolutional neural networks; Supervised learning; Filtration; Text mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85HBX6I5","journalArticle","2020","Madi, N; Al-Khalifa, H","Error detection for arabic text using neural sequence labeling","Applied Sciences","","","","https://www.mdpi.com/784746","… In this paper, we present the first experiments using neural network models for the task of error detection for Modern Standard Arabic (MSA) text. We investigate several neural network …","2020","2022-07-29 20:07:26","2022-08-10 19:18:53","","","","Query date: 2022-07-28 20:03:59","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","","http://dx.doi.org/10.3390/app10155279","natural language processing; error detection; text analysis; neural net architecture; grammars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3L94IRU","conferencePaper","2020","Du, Y; Shang, X; Shan, W","An energy-efficient time-domain binary neural network accelerator with error-detection in 28nm cmos","2020 IEEE Asia Pacific Conference …","","","","https://ieeexplore.ieee.org/abstract/document/9301692/","… binary neural network accelerator is optimized for image recognition, with time-domain accumulation (TD-MAC), timing error detection … , our timing error detection based adaptive voltage …","2020","2022-07-29 20:07:26","2022-08-10 19:13:52","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/APCCAS50809.2020.9301692","Neural networks; Error detection; Deep neural networks; Energy efficiency; Image recognition; CMOS integrated circuits; Integrated circuit design; Metal drawing; Voltage scaling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2RA6JGG","conferencePaper","2020","Fu, EY; Yang, Z; Leong, HV; Ngai, G; Do, C; ...","Exploiting Active Learning in Novel Refractive Error Detection with Smartphones","Proceedings of the 28th …","","","10.1145/3394171.3413748","https://dl.acm.org/doi/abs/10.1145/3394171.3413748","… lutional Neural Network features encoding information of human eyes from pre-trained gaze estimation model. This enables more effective training on refractive error detection models …","2020","2022-07-29 20:07:30","2022-08-10 19:19:23","","","","","","","","","","","","","dl.acm.org","","","","","","","","","","","","http://dx.doi.org/10.1145/3394171.3413748","Learning systems; Error detection; Convolutional neural networks; Labeled data; Smartphones; Image processing; Ophthalmology; mobile heathcare, computer-aided diagnosis, vision screening, active learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58EAGDY8","journalArticle","2020","Men, K; Geng, H; Biswas, T; Liao, Z; Xiao, Y","Automated quality assurance of OAR contouring for lung cancer based on segmentation with deep active learning","Frontiers in Oncology","","","10.3389/fonc.2020.00986","https://www.frontiersin.org/articles/10.3389/fonc.2020.00986/full","… However, as a fully supervised deep learning method, a … multicenter clinical trials based on deep learning and the first to … Table 2 presents a list of the results of contour error detection …","2020","2022-07-29 20:07:34","2022-08-10 19:17:44","","","","Query date: 2022-07-28 20:03:59","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVWZ6CAG","journalArticle","2020","Rong, D; Wang, H; Xie, L; Ying, Y; Zhang, Y","Impurity detection of juglans using deep learning and machine vision","Computers and Electronics in …","","","","https://www.sciencedirect.com/science/article/pii/S0168169920318391","… The proposed deep-learning method is simpler and more … the white transmission belt to avoid error detection in the real factory … Future work will focus on deep learning using multi-wave …","2020","2022-07-29 20:07:35","2022-08-10 19:20:38","","","","Query date: 2022-07-28 20:03:59","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","http://dx.doi.org/10.1016/j.compag.2020.105764","Deep learning; Learning systems; Convolutional neural networks; Convolution; Computer vision; Damage detection; Image segmentation; Belt conveyors; Food safety; Impurity detection; Juglans; Machine vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XVDQGXSY","journalArticle","2021","Zhu, J; Shi, X; Zhang, S","Machine Learning-Based Grammar Error Detection Method in English Composition","Scientific Programming","","","","https://www.hindawi.com/journals/sp/2021/4213791/","… in grammar error detection … error detection and correction in English composition based on a hybrid model. According to specific application scenarios, the corresponding neural network …","2021","2022-07-29 20:08:56","2022-08-10 19:21:42","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: hindawi.com","","","http://dx.doi.org/10.1155/2021/4213791","Machine learning; Error detection; Error correction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYQP8V9A","journalArticle","2021","He, Z","English grammar error detection using recurrent neural networks","Scientific Programming","","","","https://www.hindawi.com/journals/sp/2021/7058723/","… error detection [11–13], this paper proposes a grammatical error detection method [14–17] based on deep learning [18… (1) is article uses the recurrent neural network technology to solve …","2021","2022-07-29 20:08:57","2022-08-10 19:18:41","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: hindawi.com","","","http://dx.doi.org/10.1155/2021/7058723","Long short-term memory; Error detection; Encoding (symbols); Disasters; Vector spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LVSRULP","journalArticle","2021","He, Y","Automatic Detection of Grammatical Errors in English Verbs Based on RNN Algorithm: Auxiliary Objectives for Neural Error Detection Models","Computational Intelligence and Neuroscience","","","","https://www.hindawi.com/journals/cin/2021/6052873/","… On this basis, in order to propose a more reliable and accurate method, this study explores an automatic grammar error detection method based on recurrent neural network (RNN), and …","2021","2022-07-29 20:08:58","2022-08-10 19:15:01","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: hindawi.com","","","http://dx.doi.org/10.1155/2021/6052873","Recurrent neural networks; Error detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37C6MSXU","journalArticle","2021","Cai, Z; Cheng, B; Du, Y; Shang, X; ...","A Time-Domain Binary CNN Engine With Error-Detection-Based Resilience in 28nm CMOS","IEEE Transactions on …","","","","https://ieeexplore.ieee.org/abstract/document/9453709/","… -domain binary neural network engine named TD-BNN in 28nm CMOS is designed in this brief, which drastically reduces computing and memory resource in the neural network. A TD-…","2021","2022-07-29 20:08:58","2022-08-10 19:13:27","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: ieeexplore.ieee.org","","","http://dx.doi.org/10.1109/TCSII.2021.3088857","Neural networks; Error detection; Deep neural networks; Engines; Energy efficiency; Image recognition; CMOS integrated circuits; Metal drawing; Voltage scaling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KDTSRMZ","journalArticle","2021","Zhang, X; Dai, G; Zhong, R; Zhou, L; Xiao, Q; Wang, X; ...","Radiomics analysis of EPID measurements for patient positioning error detection in thyroid associated ophthalmopathy radiotherapy","Physica Medica","","","","https://www.sciencedirect.com/science/article/pii/S1120179721002970","… toward machine learning-based positioning error detection … Combined radiomics and machine learning approaches are … toward machine learning-based positioning error detection …","2021","2022-07-29 20:08:58","2022-08-10 19:22:50","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","Machine learning; EPID dosimetry; Multifactorial error sources; Positioning error detection; Radiomics analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LAGNTIW","journalArticle","2021","Yue, D; He, Y; Li, Y","Piston Error Measurement for Segmented Telescopes with an Artificial Neural Network","Sensors","","","","https://www.mdpi.com/1424-8220/21/10/3364","… From the simulation results, we can see that the piston error detection method based on a BP artificial neural network had a quite high accuracy and large capture range. However, …","2021","2022-07-29 20:08:58","2022-08-10 19:22:46","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","","http://dx.doi.org/10.3390/s21103364","Backpropagation; Neural networks; Errors; Telescopes; Optical transfer function; Pistons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGZJN454","conferencePaper","2021","Gao, Y; Gao, Y; Wang, Z; Lin, X; ...","Adaptive Inclined Text Detection in Natural Scenes Fusing Convolutional Recurrent Neural Network","… Conference on UK-China …","","","","https://ieeexplore.ieee.org/abstract/document/9674949/","… Recurrent Neural Network (CRNN) behind to eliminate the error detection results. Our … CRNN [5] to eliminate the error detection results and further improve the detection accuracy. …","2021","2022-07-29 20:09:00","2022-08-10 19:13:31","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/UCET54125.2021.9674949","Recurrent neural networks; Convolutional neural networks; Convolution; Character recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F35D3GSY","journalArticle","2021","Tang, J; Ren, Z; Wu, X; Di, J; Liu, G; Zhao, J","Object-independent tilt detection for optical sparse aperture system with large-scale piston error via deep convolution neural network","Optics Express","","","","https://opg.optica.org/abstract.cfm?uri=oe-29-25-41670","… detection of neural network, its performance and characteristics to tilt error detection need to … In this paper, we propose the deep learning-based tilt error detection methods, and …","2021","2022-07-29 20:09:01","2022-08-10 19:22:26","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: opg.optica.org","","","http://dx.doi.org/10.1364/OE.444501","Iterative methods; Error detection; Feature extraction; Deep neural networks; Convolution; Object detection; Object recognition; Optical transfer function; Pistons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4LKS596","journalArticle","2021","Qiu, X; Chen, S; Li, R; Wang, D; Lin, X","A Post-processing method for text detection based on geometric features","IEEE Access","","","","https://ieeexplore.ieee.org/abstract/document/9366930/","… characters to filter out the error detection of some prediction boxes. … deep learning by CNN (Convolutional Neural Networks). These methods obtain text features through deep learning …","2021","2022-07-29 20:09:03","2022-08-10 19:13:05","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: ieeexplore.ieee.org","","","http://dx.doi.org/10.1109/ACCESS.2021.3063184","Deep learning; Forecasting; Feature extraction; Large dataset; Processing; Pixels; Character recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUXKWUSN","journalArticle","2021","Punchoo, R; Bhoora, S; Pillay, N","Applications of machine learning in the chemical pathology laboratory","Journal of Clinical Pathology","","","","https://jcp.bmj.com/content/74/7/435.abstract","Machine learning (ML) is an area of artificial intelligence that … , by supervised and unsupervised learning techniques, to … , clinical decision support, error detection in the preanalytical …","2021","2022-07-29 20:09:03","2022-08-10 19:14:15","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: jcp.bmj.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3C2HMUUD","journalArticle","2021","Wang, D; Xu, Y; Duan, B; Wang, Y; Song, M; Yu, H; Liu, H","Intelligent recognition model of hot rolling strip edge defects based on deep learning","Metals","","","","https://www.mdpi.com/976190","… one another, thereby leading to easy error detection. To improve the detection accuracy of … and VggNet-16 by using a convolutional neural network as the core. Through multiple groups …","2021","2022-07-29 20:09:05","2022-08-10 19:20:40","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQN84426","conferencePaper","2021","Ma, YS; Yoo, S; Kim, T","Selecting test inputs for DNNs using differential testing with subspecialized model instances","Proceedings of the 29th ACM Joint Meeting on …","","","10.1145/3468264.3473131","https://dl.acm.org/doi/abs/10.1145/3468264.3473131","… Interestingly, our approach shows the highest error detection rate for ResNet, which is the model … We expect unsupervised learning to be a good fit, as it can be applied even in cases in …","2021","2022-07-29 20:09:07","2022-08-10 20:38:47","","","","","","","","","","","","","dl.acm.org","","","","","","","","","","","","http://dx.doi.org/10.1145/3468264.3473131","Deep learning; Testing; Diffrential Testing, Test Oracle, Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7J66CHI5","conferencePaper","2021","Chawla, J; Thakurdesai, N; Godase, A; ...","Error Diagnosis of Deep Monocular Depth Estimation Models","2021 IEEE/RSJ …","","","","https://ieeexplore.ieee.org/abstract/document/9636673/","… We propose error diagnosis methods for the depth maps produced by deep neural network-based techniques. First, we propose an error diagnostic method – Depth Error Detection …","2021","2022-07-29 20:09:12","2022-08-10 20:37:45","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/IROS51168.2021.9636673","Deep learning; Error detection; Error correction; Computer vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8UGRFGP","journalArticle","2021","Yang, S Cheng-Hsin; Vong, W Keen; Sojitra, RB; ...","Mitigating belief projection in explainable artificial intelligence via Bayesian Teaching","arXiv e …","","","","https://ui.adsabs.harvard.edu/abs/2021arXiv210203919C/abstract","… State-of-the-art deep-learning systems use decision rules that are challenging for humans to … These sub-examples complement whole examples by improving error detection for familiar …","2021","2022-07-29 20:09:23","2022-08-10 19:21:48","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: ui.adsabs.harvard.edu","","","","Deep learning; Forecasting; Binary images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MG5CQ9RJ","journalArticle","2022","Liu, L; Qing, MA; Chen, S; Li, Z","Tai Chi Movement Recognition Method Based on Deep Learning Algorithm","Mathematical Problems in Engineering","","","","https://www.hindawi.com/journals/mpe/2022/7974669/","… , the average error detection rate of the deep learning algorithm in … model, deep learning algorithm of error detection rate was … It shows that the deep learning algorithm can accurately …","2022","2022-07-29 20:11:17","2022-08-10 20:39:09","","","","Query date: 2022-07-28 19:22:13","","","","","","","","","","","","","","","","","","Publisher: hindawi.com","","","http://dx.doi.org/10.1155/2022/7974669","Deep learning; Learning algorithms; Motion estimation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
