"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8LVSRULP","journalArticle","2021","He, Y","Automatic Detection of Grammatical Errors in English Verbs Based on RNN Algorithm: Auxiliary Objectives for Neural Error Detection Models","Computational Intelligence and Neuroscience","","","","https://www.hindawi.com/journals/cin/2021/6052873/","… On this basis, in order to propose a more reliable and accurate method, this study explores an automatic grammar error detection method based on recurrent neural network (RNN), and …","2021","2022-07-29 20:08:58","2022-08-10 19:15:01","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: hindawi.com","","","http://dx.doi.org/10.1155/2021/6052873","Recurrent neural networks; Error detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZWE2V3H","journalArticle","2021","Liu, W; Chang, CH","A Forward Error Compensation Approach for Fault Resilient Deep Neural Network Accelerator Design","Proceedings of the 5th Workshop on Attacks and …","","","10.1145/3474376.3487281","https://dl.acm.org/doi/abs/10.1145/3474376.3487281","… the threats on deployed deep neural network (DNN) systems … noise-tolerance of neural network models to resist random … shadow flip flops for error detection and lightweight circuit for …","2021","2022-07-29 20:09:04","2022-08-10 20:37:43","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: dl.acm.org","","","","deep neural network accelerator, hardware security, fault injection attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQN84426","conferencePaper","2021","Ma, YS; Yoo, S; Kim, T","Selecting test inputs for DNNs using differential testing with subspecialized model instances","Proceedings of the 29th ACM Joint Meeting on …","","","10.1145/3468264.3473131","https://dl.acm.org/doi/abs/10.1145/3468264.3473131","… Interestingly, our approach shows the highest error detection rate for ResNet, which is the model … We expect unsupervised learning to be a good fit, as it can be applied even in cases in …","2021","2022-07-29 20:09:07","2022-08-10 20:38:47","","","","","","","","","","","","","dl.acm.org","","","","","","","","","","","","http://dx.doi.org/10.1145/3468264.3473131","Deep learning; Testing; Diffrential Testing, Test Oracle, Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7J66CHI5","conferencePaper","2021","Chawla, J; Thakurdesai, N; Godase, A; ...","Error Diagnosis of Deep Monocular Depth Estimation Models","2021 IEEE/RSJ …","","","","https://ieeexplore.ieee.org/abstract/document/9636673/","… We propose error diagnosis methods for the depth maps produced by deep neural network-based techniques. First, we propose an error diagnostic method – Depth Error Detection …","2021","2022-07-29 20:09:12","2022-08-10 20:37:45","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/IROS51168.2021.9636673","Deep learning; Error detection; Error correction; Computer vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2BBJ9GV","journalArticle","2021","Eshky, A; Cleland, J; Ribeiro, MS; Sugden, E; ...","Automatic audiovisual synchronisation for ultrasound tongue imaging","Speech …","","","","https://www.sciencedirect.com/science/article/pii/S0167639321000583","… in order to find the thresholds for error detection. We use these … by a self-supervised neural network, exploiting the correlation … Our approach used a self-supervised neural network which …","2021","2022-07-29 20:09:13","2022-08-10 19:14:47","","","","Query date: 2022-07-28 18:03:11","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","Automatic audiovisual synchronisation; Synchronisation error tolerance; Ultrasound tongue imaging; Automatic audiovisual synchronisation, Synchronisation error tolerance, Ultrasound tongue imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IALBN8S","journalArticle","2022","Zhao, J; Yan, J; Xue, T; Wang, S; Qiu, X; Yao, X; ...","A deep learning method for oriented and small wheat spike detection (OSWSDet) in UAV images","… and Electronics in …","","","","https://www.sciencedirect.com/science/article/pii/S0168169922004045","… Along with various technological developments, deep-learning-based methods have … cause error detection and miss detection problems. This paper proposes a deep learning method …","2022","2022-07-29 20:11:18","2022-08-10 19:12:35","","","","Query date: 2022-07-28 19:22:13","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","http://dx.doi.org/10.1016/j.compag.2022.107087","Deep learning; Error detection; Aircraft detection; Unmanned aerial vehicles (UAV); Antennas; YOLOv5; Orientation feature; Unmanned aerial vehicle (UAV); Wheat spike detection; YOLOv5, Orientation feature, Unmanned aerial vehicle (UAV), Wheat spike detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97SJIUFX","journalArticle","2022","Wu, F; Huang, S; Cheng, L","Analyzing the Application of Multimedia Technology Assisted English Grammar Teaching in Colleges","Scientific Programming","","","","https://www.hindawi.com/journals/sp/2022/4422754/","… deep learning is applied to English grammar error detection … In English syntax error detection, the error detection model … of iterations seriously affects the error detection effect, and the …","2022","2022-07-29 20:11:21","2022-08-10 19:14:05","","","","Query date: 2022-07-28 19:22:13","","","","","","","","","","","","","","","","","","Publisher: hindawi.com","","","http://dx.doi.org/10.1155/2022/4422754","Long short-term memory; Error detection; Multimedia systems; Efficiency; Teaching; Multilayers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7RTG6J3","journalArticle","2022","Wang, K","Machine Learning Enabled Design Framework for High-Performance, Energy-Efficient, Fault-Tolerant, and Secure On-Chip Communication","","","","","https://search.proquest.com/openview/d97ebdcd2a08e29dd68a3468402a34ec/1?pq-origsite=gscholar&cbl=18750&diss=y","… error detection and correction techniques. We propose a proactive NoC design to optimize fault-tolerance and performance with reinforcement learning … -router error detection/correction …","2022","2022-07-29 20:11:42","2022-08-10 20:37:59","","","","Query date: 2022-07-28 19:22:13","","","","","","","","","","","","","","","","","","Publisher: search.proquest.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPU6HE8T","journalArticle","2021","Zheng, Changmeng; Wu, Zhiwei; Wang, Tao; Cai, Yi; Li, Qing","Object-Aware Multimodal Named Entity Recognition in Social Media Posts with Adversarial Learning","IEEE Transactions on Multimedia","","15209210","10.1109/TMM.2020.3013398","","Named Entity Recognition (NER) in social media posts is challenging since texts are usually short and contexts are lacking. Most recent works show that visual information can boost the NER performance since images can provide complementary contextual information for texts. However, the image-level features ignore the mapping relations between fine-grained visual objects and textual entities, which results in error detection in entities with different types. To better exploit visual and textual information in NER, we propose an adversarial gated bilinear attention neural network (AGBAN). The model jointly extracts entity-related features from both visual objects and texts, and leverages an adversarial training to map two different representations into a shared representation. As a result, domain information contained in an image can be transferred and applied for extracting named entities in the text associated with the image. Experimental results on Tweets dataset demonstrate that our model outperforms the state-of-the-art methods. Moreover, we systematically evaluate the effectiveness of the proposed gated bilinear attention network in capturing the interactions of mutimodal features visual objects and textual words. Our results indicate that the adversarial training can effectively exploit commonalities across heterogeneous data sources, which leads to improved performance in NER when compared to models purely exploiting text data or combining the image-level visual features.  1999-2012 IEEE.","2021","2022-08-10 17:41:34","2022-08-10 19:22:24","","2520-2532","","","23","","IEEE Transactions on Multimedia","","","","","","","","","","","","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","http://dx.doi.org/10.1109/TMM.2020.3013398","Natural language processing systems; Social networking (online); Image enhancement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJ79GBRQ","thesis","2021","Nam, Somang; Penn, Gerald; McCahan, Susan","Towards an Automatic Caption Quality Assessment Model Reflecting the Subjective Views of Deaf, and Hard of Hearing Audiences","","","","","","","2021","2022-08-10 18:30:44","2022-08-10 18:30:44","","","","","","","","","","","","","University of Toronto (Canada)","","","","","","","","","ISBN: 9798496562485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8KHT6MC","thesis","2020","Fang, Zhou","Towards Intelligent Clinical Diagnosis and Surveillance with Medical Images and Videos Analysis","","","","","","","2020","2022-08-10 18:30:44","2022-08-10 18:30:44","","","","","","","","","","","","","Hong Kong University of Science and Technology (Hong Kong)","","","","","","","","","ISBN: 9798535514840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXD9QRD3","thesis","2022","Karimi, MohammadMahdi; Esterline, Albert; Osareh, Ali; Graves, Corey; Limbrick, Daniel; Bililign, Solomon","Developing Safe Automotive Deep Learning Systems for Image Classification","","","","","","","2022","2022-08-10 18:30:44","2022-08-10 18:30:44","","","","","","","","","","","","","North Carolina Agricultural and Technical State University","","","","","","","","","ISBN: 9798819371282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2HK2E2G","conferencePaper","2019","Zhang, Hao; Hong, Xianggong; Zhou, Shifen; Wang, Qingcai","Infrared Image Segmentation for Photovoltaic Panels Based on Res-UNet","Pattern Recognition and Computer Vision: Second Chinese Conference, PRCV 2019, Xi’an, China, November 8–11, 2019, Proceedings, Part I","978-3-030-31653-2","","","https://doi.org/10.1007/978-3-030-31654-9_52","","2019","2022-08-10 18:30:44","2022-08-10 18:30:44","","611–622","","","","","","","","","","","Springer-Verlag","Xi'an, China","","","","","","","","Type: 10.1007/978-3-030-31654-9_52","","","","U-Net, Semantic segmentation, Infrared image, Photovoltaic panels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX8IXKLN","journalArticle","2021","Hoyos, William; Aguilar, Jose; Toro, Mauricio","Dengue models based on machine learning techniques: A systematic literature review","Artif. Intell. Med.","","","","https://doi.org/10.1016/j.artmed.2021.102157","","2021","2022-08-10 18:30:44","2022-08-10 18:30:44","","16","","C","119","","","","","","","","","","","","","","","","","ISBN: 0933-3657 Publisher: Elsevier Science Publishers Ltd. Type: 10.1016/j.artmed.2021.102157","","","","Dengue, KNN, HI, WHO, MAE, PSO, APRI, LoR, VEGF, BTS, DSS, TNFα, Machine learning, RMSE, Diagnostic model, IL-1β, SARIMAX, CoI, CI, GBM, SE, LASSO, MSE, SD, ANN, SVM, LiR, MLP, SLR, IL-10, RF, BRT, GLM, SS, Epidemic model, GT, AI, PAF, BI, GAM, AUC, MCS, DT, DNA, CRF, DENV, PRISMA, FL, ALT, Intervention model, GWR, S1P, SOM, OR, CART, DBSI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z37RWXKD","bookSection","2021","Bi, Nifei; Chen, Xiansen; Xu, Chen; Zhou, Aoying","Beamer: An End-to-End Deep Learning Framework for Unifying Data Cleaning in DNN Model Training and Inference","30th ACM International Conference on Information and Knowledge Management, CIKM 2021, November 1, 2021  -  November 5, 2021","","","","","Deep learning has made extraordinary progress in the last few years, focusing on improving the accuracy and speed of standard deep learning benchmarks. Nevertheless, datasets in production environments are often messy, which makes data cleaning crucial for DNN model training and inference. Existing solutions that combine big data processing systems and deep learning systems to accomplish the data cleaning, DNN model training and inference are internally tied to one of Spark or Flink. However, Spark and Flink usually show different performance under batch and stream processing workloads. In order to employ Spark in batch training and Flink in streaming inference, existing solutions incur the burden of maintaining two data cleaning programs. In this demonstration, we showcase Beamer: an end-to-end deep learning framework for unifying the data cleaning program when employing Spark in training and Flink in inference, respectively.  2021 ACM.","2021","2022-06-10 02:09:03","2022-07-31 14:46:16","","4685-4689","","","","","","","International Conference on Information and Knowledge Management, Proceedings","","","","Association for Computing Machinery","Virtual, Online, Australia","","","","","","","","","","","http://dx.doi.org/10.1145/3459637.3481977","Batch data processing; Big data; Cleaning; Data handling; Deep learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9SYXK2D","conferencePaper","2019","Li, Pei; Dai, Chaofan; Wang, Wenqian","Application of attribute correlation in unsupervised data cleaning","5th International Conference on e-Society, e-Learning and e-Technologies, ICSLT 2019, January 10, 2019  -  January 12, 2019","","","10.1145/3312714.3312717","","Referring to the supervised learning and unsupervised learning in machine learning, we divide the data cleaning processes into supervised and unsupervised two forms too, and then, we reclassify the data quality problems into canonicalization error, redundancy error, strong logic error and weak logic error according to the characteristics of unsupervised cleaning. For the weak logic errors, we propose a repair framework AC-Framework and an algorithm AC-Repair based on the attribute correlation. When repairing, we first establish a priority queue(PQ) for elements to be repaired according to the minimum cost idea and take the corresponding conflict-free data set() as a training set to learn the correlation among attributes. Then, we select the first element in PQ list as the candidate element to repair, and recompute the PQ list after one repair round to improve the efficiency. Finally, in order to prevent the algorithm from endless loops, we set a label flag to mark the repaired elements, in this way, every error element will be repaired at most once. In the experimental part, we compare the AC-Repair algorithm with the interpolation-based repair algorithm to verify its validity.  2019 Association for Computing Machinery.","2019","2022-06-10 02:09:05","2022-07-31 15:40:53","","45-51","","","","","","","ACM International Conference Proceeding Series","","","","Association for Computing Machinery","Vienna, Austria","","","","","","","","","","","http://dx.doi.org/10.1145/3312714.3312717","Cleaning; Machine learning; Learning systems; Computer circuits; E-learning; Errors; machine learning; weak logic errors, attribute correlation, Unsupervised data cleaning, minimum repair cost, machine learning; attribute correlation; minimum repair cost; Unsupervised data cleaning; weak logic errors; attribute correlation, machine learning, minimum repair cost, Unsupervised data cleaning, weak logic errors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DJNNQT4","conferencePaper","2021","Schneider, Nicole R.; Samet, Hanan","Which portland is it?: A machine learning approach","5th ACM SIGSPATIAL International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising, LocalRec 2021, November 2, 2021","","","10.1145/3486183.3491066","","This paper reviews several approaches to the problem of toponym resolution for news articles referring to 'Portland.' We train several models to differentiate between Portland, Maine and Portland, Oregon, generating features using only the text of the articles. The data used is in the form of articles pulled from NewsStand. The labels, which are provided by NewsStand's interpretation of the articles, allow for a supervised learning approach. We apply Natural Language Processing (NLP) and data cleaning techniques to process the article data, perform feature reduction, and then feed the data to the models. We show that the logistic regression model performs the best of the four models that we test. We also demonstrate that this model learns a more robust representation of the two classes than the other three models do.  2021 ACM.","2021","2022-06-10 02:09:07","2022-07-31 03:34:49","","49-58","","","","","","","Proceedings of the 5th ACM SIGSPATIAL International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising, LocalRec 2021","","","","Association for Computing Machinery, Inc","Virtual, Online, China","","","","","","","","","","","http://dx.doi.org/10.1145/3486183.3491066","Cleaning; Machine learning; Learning algorithms; Open Data; Natural language processing systems; Logistic regression; Geographic information systems; experimental, machine learning, toponym resolution, spatio-textual, geotagging; toponym resolution, machine learning, experimental, spatio-textual, geotagging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPZUVM9N","conferencePaper","2021","Feng, Alice","Using electronic health records to accurately predict COVID-19 health outcomes through a novel machine learning pipeline","12th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics, BCB 2021, August 1, 2021  -  August 4, 2021","","","10.1145/3459930.3469490","","Current COVID-19 predictive models primarily focus on predicting the risk of mortality, and rely on COVID-19 specific medical data such as chest imaging after COVID-19 diagnosis. In this project, we developed an innovative supervised machine learning pipeline using longitudinal Electronic Health Records (EHR) to accurately predict COVID-19 related health outcomes including mortality, ventilation, days in hospital or ICU. In particular, we developed unique and effective data processing algorithms, including data cleaning, initial feature screening, vector representation, and feature normalization. Then we trained models using state-of-the-art machine learning strategies combined with different parameter settings and feature selection. Based on routinely collected EHR, our machine learning pipeline not only consistently outperformed those developed by other research groups using the same data set, but also achieved similar mortality prediction accuracy as those trained on medical data available only after COVID-19 diagnosis. In addition, we identified top COVID-19 risk factors, which are consistent with epidemiologic findings.  2021 Owner/Author.","2021","2022-06-10 02:09:10","2022-07-31 15:34:16","","ACM Special Interest Group on Biomedical Computing (SIGBIOM)","","","","","","","Proceedings of the 12th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics, BCB 2021","","","","Association for Computing Machinery, Inc","Virtual, Online, United states","","","","","","","","","","","http://dx.doi.org/10.1145/3459930.3469490","Cleaning; Pipelines; Learning systems; E-learning; Forecasting; Diagnosis; Predictive analytics; Records management; Bioinformatics; Medical imaging; Medical informatics; Supervised learning; machine learning; electronic health record; electronic health record, machine learning, predictive model; predictive model; predictive model, machine learning, electronic health record","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUH6TJPF","conferencePaper","2016","Krishnan, Sanjay; Franklin, Michael J.; Goldberg, Ken; Wang, Jiannan; Wu, Eugene","ActiveClean: An interactive data cleaning framework for modern machine learning","2016 ACM SIGMOD International Conference on Management of Data, SIGMOD 2016, June 26, 2016  -  July 1, 2016","07308078","","10.1145/2882903.2899409","","Databases can be corrupted with various errors such as missing, incorrect, or inconsistent values. Increasingly, modern data analysis pipelines involve Machine Learning, and the effects of dirty data can be difficult to debug. Dirty data is often sparse, and naive sampling solutions are not suited for high-dimensional models. We propose ActiveClean, a progressive framework for training Machine Learning models with data cleaning. Our framework updates a model iteratively as the analyst cleans small batches of data, and includes numerous optimizations such as importance weighting and dirty data detection. We designed a visual interface to wrap around this framework and demonstrate ActiveClean for a video classification problem and a topic modeling problem.  2016 ACM.","2016","2022-06-10 02:09:39","2022-07-31 15:41:18","","2117-2120","","","26-June-2016","","","","Proceedings of the ACM SIGMOD International Conference on Management of Data","","","","Association for Computing Machinery","San Francisco, CA, United states","","","","","","","","","","","http://dx.doi.org/10.1145/2882903.2899409","Machine learning; machine learning, data cleaning; data cleaning, machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
