"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7J66CHI5","conferencePaper","2021","Chawla, J; Thakurdesai, N; Godase, A; ...","Error Diagnosis of Deep Monocular Depth Estimation Models","2021 IEEE/RSJ …","","","","https://ieeexplore.ieee.org/abstract/document/9636673/","… We propose error diagnosis methods for the depth maps produced by deep neural network-based techniques. First, we propose an error diagnostic method – Depth Error Detection …","2021","2022-07-29 20:09:12","2022-08-10 20:37:45","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/IROS51168.2021.9636673","Deep learning; Error detection; Error correction; Computer vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDLYWZCH","conferencePaper","2021","Shi, Y","Research on English Grammar Error Correction Technology Based on BLSTM Sequence Annotation","2021 5th Asian Conference on Artificial Intelligence …","","","","https://ieeexplore.ieee.org/abstract/document/9731256/","… of intelligent English grammatical error detection and correction technology. … neural network and feedforward neural network, tagging model based on multilayer neural network and …","2021","2022-07-29 20:09:16","2022-08-10 20:38:23","","","","","","","","","","","","","ieeexplore.ieee.org","","","","","","","","","","","","http://dx.doi.org/10.1109/ACAIT53529.2021.9731256","Brain; Long short-term memory; Error correction; Computational linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPRSZKTB","journalArticle","2022","Jiang, Qunyan; Dai, Juying; Rui, Ting; Shao, Faming; Wang, Jinkang; Lu, Guanlin","Attention-Based Cross-Modality Feature Complementation for Multispectral Pedestrian Detection","IEEE Access","","21693536","10.1109/ACCESS.2022.3175303","","Multispectral pedestrian detection based on deep learning can provide a robust and accurate detection under different illumination conditions, which has important research significance in safety. In order to reduce the log-average miss rate of the object under different illumination conditions, a new one-stage detector suitable for multispectral pedestrian detection is proposed. First, in order to realize the complementarity between the information flows of the two modalities in the feature extraction stage to reduce the object loss, a low-cost cross-modality feature complementary module (CFCM) is proposed. Second, in order to suppress the background noise in different environments and enhance the semantic information and location information of the object, so as to reduce the error detection of the object, an attention-based feature enhancement fusion module (AFEFM) is proposed. Thirdly, through the feature complementarity of color-thermal image pair and the multi-scale fusion of depth feature layer, the horizontal and vertical multi-dimensional data mining of parallel deep neural network is realized, which provides effective data support for object detection algorithm. Finally, through the reasonable arrangement of proposed modules, a robust multispectral detection framework is proposed. The experimental results on the Korea Advanced Institute of Science and Technology (KAIST) pedestrian benchmark show that the proposed method has the lowest log-average miss rate compared with other state-of-the-art multispectral pedestrian detectors, and has a good balance in speed and accuracy.  2013 IEEE.","2022","2022-08-10 17:40:40","2022-08-10 19:14:31","","53797-53809","","","10","","IEEE Access","","","","","","","","","","","","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","http://dx.doi.org/10.1109/ACCESS.2022.3175303","Feature extraction; Deep neural networks; Data mining; Semantics; Extraction; Object detection; Object recognition; Job analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKYEVT54","journalArticle","2020","Yu, Ming; Zhang, Guang; Li, Qinwei; Chen, Feng","PGMM - Pre-trained gaussian mixture model based convolution neural network for electroencephalography imagery analysis","IEEE Access","","21693536","10.1109/ACCESS.2020.3016481","","Electroencephalography (EEG) signal processing through imagery inputs using intelligent computation methods are practiced in the recent years for improving the accuracy of detecting neural disorders. Classification and analysis of the input imagery requires prior training and assisted error detection to improve the accuracy. In this article, pre-trained Gaussian mixture model (PGMM) is introduced for improving the accuracy of EEG signal imagery analysis. The proposed model relies on deep learning classifiers for analyzing the imagery using pixel based segmentation through pre-training models. The errors in classification are identified through recurrent convolution neural network training process as aided by the extracted features. Based on the pre-trained feature assessment, the false positive errors are mitigated to achieve a better accuracy (92%) under controlled classification time and high true positives.  2013 IEEE.","2020","2022-08-10 17:41:11","2022-08-10 19:22:41","","157418-157426","","","8","","IEEE Access","","","","","","","","","","","","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","http://dx.doi.org/10.1109/ACCESS.2020.3016481","Recurrent neural networks; Errors; Convolution; Biomedical signal processing; Electroencephalography; Electrophysiology; Gaussian distribution; Intelligent computing; Image segmentation; Image enhancement; Image analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H89S7PVY","conferencePaper","2021","Kan, Yusuf Can; Kalkan, Habil","Automatic Detection and Classification of Laser Welding Defects","2021 Innovations in Intelligent Systems and Applications Conference, ASYU 2021, October 6, 2021  -  October 8, 2021","","","10.1109/ASYU52992.2021.9599064","","Laser welding is one of the most common methods used in joining metal materials. However, welding errors are usually encountered during the welding process due to external factors. The detection and correct classification of these welding faults are of great importance for the reliability of the weld and the material which was welded. Traditionally, welding error detection is usually handed by visual inspection. However, visual inspection is an error-prone and slow process. In this study, an image processing and machine learning based method is proposed to automatically detect welding defects. The welded materials are divided into sub-images and each sub-image is examined for defect detection and defect type classification. The study has been examined in 2 aspects as 2-class classification and 3- class classification. As a result of the study, an average of 90% precision is obtained with Logistic Regression (LR) and 91% precision is obtained with the Support Vector Machine (SVM) in the 2-class classification process. As for the 3-class classification, an average of 91% precision is obtained with the LR, and 93% precision values are obtained with the SVM.  2021 IEEE.","2021","2022-08-10 17:41:33","2022-08-10 19:14:52","","IEEE SMC Society; IEEE Turkey Section","","","","","","","Proceedings - 2021 Innovations in Intelligent Systems and Applications Conference, ASYU 2021","","","","Institute of Electrical and Electronics Engineers Inc.","Elazig, Turkey","","","","","","","","","","","http://dx.doi.org/10.1109/ASYU52992.2021.9599064","Support vector machines; Defects; Image processing; Welds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPU6HE8T","journalArticle","2021","Zheng, Changmeng; Wu, Zhiwei; Wang, Tao; Cai, Yi; Li, Qing","Object-Aware Multimodal Named Entity Recognition in Social Media Posts with Adversarial Learning","IEEE Transactions on Multimedia","","15209210","10.1109/TMM.2020.3013398","","Named Entity Recognition (NER) in social media posts is challenging since texts are usually short and contexts are lacking. Most recent works show that visual information can boost the NER performance since images can provide complementary contextual information for texts. However, the image-level features ignore the mapping relations between fine-grained visual objects and textual entities, which results in error detection in entities with different types. To better exploit visual and textual information in NER, we propose an adversarial gated bilinear attention neural network (AGBAN). The model jointly extracts entity-related features from both visual objects and texts, and leverages an adversarial training to map two different representations into a shared representation. As a result, domain information contained in an image can be transferred and applied for extracting named entities in the text associated with the image. Experimental results on Tweets dataset demonstrate that our model outperforms the state-of-the-art methods. Moreover, we systematically evaluate the effectiveness of the proposed gated bilinear attention network in capturing the interactions of mutimodal features visual objects and textual words. Our results indicate that the adversarial training can effectively exploit commonalities across heterogeneous data sources, which leads to improved performance in NER when compared to models purely exploiting text data or combining the image-level visual features.  1999-2012 IEEE.","2021","2022-08-10 17:41:34","2022-08-10 19:22:24","","2520-2532","","","23","","IEEE Transactions on Multimedia","","","","","","","","","","","","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","http://dx.doi.org/10.1109/TMM.2020.3013398","Natural language processing systems; Social networking (online); Image enhancement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5FJAUM9","journalArticle","2022","Fang, Zhuoqun; Yang, Yuexin; Li, Zhaokui; Li, Wei; Chen, Yushi; Ma, Li; Du, Qian","Confident Learning-Based Domain Adaptation for Hyperspectral Image Classification","IEEE Transactions on Geoscience and Remote Sensing","","01962892","10.1109/TGRS.2022.3166817","","Cross-domain hyperspectral image classification is one of the major challenges in remote sensing, especially for target domain data without labels. Recently, deep learning approaches have demonstrated effectiveness in domain adaptation. However, most of them leverage unlabeled target data only from a statistical perspective but neglect the analysis at the instance level. For better statistical alignment, existing approaches employ the entire unevaluated target data in an unsupervised manner, which may introduce noise and limit the discriminability of the neural networks. In this article, we propose confident learning-based domain adaptation (CLDA) to address the problem from a new perspective of data manipulation. To this end, a novel framework is presented to combine domain adaptation with confident learning (CL), where the former reduces the interdomain discrepancy and generates pseudo-labels for the target instances, from which the latter selects high-confidence target samples. Specifically, the confident learning part evaluates the confidence of each pseudo-labeled target sample based on the assigned labels and the predicted probabilities. Then, high-confidence target samples are selected as training data to increase the discriminative capacity of the neural networks. In addition, the domain adaptation part and the confident learning part are trained alternately to progressively increase the proportion of high-confidence labels in the target domain, thus further improving the accuracy of classification. Experimental results on four datasets demonstrate that the proposed CLDA method outperforms the state-of-the-art domain adaptation approaches. Our source code is available at http://github.com/Li-ZK/CLDA-2022.  2022 IEEE.","2022","2022-06-10 02:09:04","2022-07-31 02:45:24","","","","","60","","IEEE Transactions on Geoscience and Remote Sensing","","","","","","","","","","","","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","http://dx.doi.org/10.1109/TGRS.2022.3166817","Deep learning; Classification (of information); Neural networks; Feature extraction; Remote sensing; Spectroscopy; Classification; Training; Data models; Noise measurement; Adaptation models; Image classification; Hyperspectral imaging; confident learning (CL); domain adaptation; hyperspectral image (HSI); ALIGNMENT; CLASSIFIERS; PSEUDO LABELS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCQTU648","conferencePaper","2021","Bindil, Mihai-Bogdan; Negru, Mihai","End-to-End Automated Machine Learning System for Supervised Learning Problems","17th IEEE International Conference on Intelligent Computer Communication and Processing, ICCP 2021, October 28, 2021  -  October 30, 2021","","","10.1109/ICCP53602.2021.9733439","","Automated machine learning (AutoML) represents one of the fastest-growing fields in both industry and academia. Its popularity has increased over the last few years due to the rising demand for machine learning systems usable by non-experts. Existing open-source systems fail to fully automate the machine learning tasks, being more like a black box that generates non-reusable pipelines. We propose an end-to-end system accessible to non-specialists and data scientists who wish to effortlessly create reusable and easy to understand pipelines for any regression and classification problems. The proposed solution increases the automation level by performing an advanced data cleaning followed by a complete feature engineering process without any domain knowledge about the data set. These processes are integrated into a search that generates for each model the optimum instance of preprocessed data. Bayesian optimization (BO) with a Gaussian process (GP) maximizes the performance of these models that will be ensembled using standard and probability-based stacking. We prove that the system performs better than 43.47% of practitioners on real-world data sets, being robust to any variation of tabular data. The true potential is revealed by surpassing at least one similar tool in 50% of performed benchmarks. These results were achieved for any tested data set, regardless of its dimensionality, after a maximum of 30 minutes.  2021 IEEE.","2021","2022-06-10 02:09:04","2022-07-31 14:00:17","","445-452","","","","","","","Proceedings - 2021 IEEE 17th International Conference on Intelligent Computer Communication and Processing, ICCP 2021","","","","Institute of Electrical and Electronics Engineers Inc.","Cluj-Napoca, Romania","","","","","","","","","","","http://dx.doi.org/10.1109/ICCP53602.2021.9733439","Machine learning; Automation; Domain Knowledge; Open systems; Pipelines; Supervised learning; AutoML; Data models; Bayesian optimization; Search problems; Stacking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5URM4HAT","conferencePaper","2021","Zhang, Qin; Liu, Jing; Sun, Huali; Liu, Jun","A general machine learning framework for solving real applications with a texture perception case study","6th International Conference on Image, Vision and Computing, ICIVC 2021, July 23, 2021  -  July 25, 2021","","","10.1109/ICIVC52351.2021.9526959","","Machine learning, especially deep learning, has made great achievements in application domains such as computer vision, speech recognition, machine translation, etc. This great success not only depends on the progress of model design but also on the emergence of large-scale annotated benchmark datasets. However, in some application domains, it is difficult to apply machine learning methods to solve the new arising problems due to the lack of standardized and annotated datasets. People have to find their way from the very beginning of the data collecting, cleaning, and labeling. Unfortunately, there is not a guiding framework to deal with such a situation. This paper pays attention to it and proposes a general machine learning framework to solve the pratical problems from the scratch. It contains two main stages implemented by an unsupervised clustering method and a semi-supervised learning method representatively. In the first stage, an unsupervised clustering method is utilized to find representative data samples which are more important and can be used to do data cleaning and manual labeling. In the second stage, a semi-supervised method is adopted to predict the labels for the rest data samples and to construct a larger annotated dataset. A case study in the texture perception field has been done to confirm the effectiveness and efficiency of the proposed application framework.  2021 IEEE.","2021","2022-06-10 02:09:04","2022-07-30 22:30:22","","393-397","","","","","","","2021 6th International Conference on Image, Vision and Computing, ICIVC 2021","","","","Institute of Electrical and Electronics Engineers Inc.","Qingdao, China","","","","","","","","","","","http://dx.doi.org/10.1109/ICIVC52351.2021.9526959","Deep learning; Large dataset; Benchmarking; Supervised learning; Speech recognition; Cluster analysis; Computer vision; machine learning; Computational modeling; Manuals; Clustering methods; Textures; application framework; semi-supervised; Semisupervised learning; texture perception; unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z95KK835","conferencePaper","2021","Dhola, Kaushik; Saradva, Mann","A comparative evaluation of traditional machine learning and deep learning classification techniques for sentiment analysis","11th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2021, January 28, 2021  -  January 29, 2021","","","10.1109/Confluence51648.2021.9377070","","With the technological advancement in the field of digital transformation, the use of the internet and social media has increased immensely. Many people use these platforms to share their views, opinions and experiences. Analyzing such information is significant for any organization as it apprises the organization to understand the need of their customers. Sentiment analysis is an intelligible way to interpret the emotions from the textual information and it helps to determine whether that emotion is positive or negative. This paper outlines the data cleaning and data preparation process for sentiment analysis and presents experimental findings that demonstrates the comparative performance analysis of various classification algorithms. In this context, we have analyzed various machine learning techniques (Support Vector Machine, and Multinomial Naive Bayes) and deep learning techniques (Bidirectional Encoder Representations from Transformers, and Long Short-Term Memory) for sentiment analysis.  2021 IEEE","2021","2022-06-10 02:09:04","2022-07-30 21:37:12","","932-936","","","","","","","Proceedings of the Confluence 2021: 11th International Conference on Cloud Computing, Data Science and Engineering","","","","Institute of Electrical and Electronics Engineers Inc.","Virtual, Nodia, India","","","","","","","","","","","http://dx.doi.org/10.1109/Confluence51648.2021.9377070","Deep learning; Learning systems; Cloud computing; Support vector machines; Sentiment analysis; Social networking (online); Classification; Machine Learning; Organizations; Deep Learning; Sentiment Analysis; Natural Language Processing; Digital transformation; Performance analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
